Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_PassOffEff,Aw_RushOffEff,Aw_PassDefEff,Aw_RushDefEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_TmDiv,Aw_PassCmppct,Aw_PassAdjYdsAtt,Aw_RushYdsAtt,Aw_PassTDG,Aw_RushTDG,Aw_FGpct,Aw_PenYdsG,Aw_TOVG,Aw_Dwn3Conv,Aw_OppPassCmppct,Aw_OppPassAdjYdsAtt,Aw_OppRushYdsAtt,Aw_OppPassTDG,Aw_OppRushTDG,Aw_OppFGpct,Aw_OppPenYdsG,Aw_OppTOVG,Aw_OppDwn3Conv,Aw_TmLuck,Game Date,Aw_Season,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_PassOffEff,Hm_RushOffEff,Hm_PassDefEff,Hm_RushDefEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_TmDiv,Hm_PassCmppct,Hm_PassAdjYdsAtt,Hm_RushYdsAtt,Hm_PassTDG,Hm_RushTDG,Hm_FGpct,Hm_PenYdsG,Hm_TOVG,Hm_Dwn3Conv,Hm_OppPassCmppct,Hm_OppPassAdjYdsAtt,Hm_OppRushYdsAtt,Hm_OppPassTDG,Hm_OppRushTDG,Hm_OppFGpct,Hm_OppPenYdsG,Hm_OppTOVG,Hm_OppDwn3Conv,Hm_TmLuck,Hm_Season,Matchup,Home Team,Home Elo,Away Team,Away Elo,Home W,Home Pt Diff,Divisional Game,Playoff Game
ARI,0.0,0.0,11.0,12.0,-43.4,0.3461461461461459,16.900000000000006,0.14614614614614574,0.03607137503645171,6.0,24.0,NFC West,0.588,2.94,4.533333333333333,0.0,4.5,,67.0,2.0,0.125,0.7,9.57,4.333333333333333,2.0,4.3,1.0,63.0,1.0,0.125,-0.03607137503645171,2018-09-16,2018,LAR,1.0,1.0,14.0,13.0,-3.9000000000000057,1.1974281974281977,-37.5,-0.056752404578491955,0.9009471402484959,33.0,13.0,NFC West,0.545,8.03,5.384615384615385,2.0,5.4,0.8,70.0,0.0,0.36363636363636365,0.725,4.13,4.130434782608695,0.0,4.1,1.0,155.0,3.0,0.36363636363636365,0.09905285975150413,2018,ARI vs. LAR,LAR,1550.0,ARI,1450.0,1,34,1,0
CHI,1.0,0.5,13.0,14.0,-21.800000000000004,-0.02052052052052078,-5.450000000000003,-0.5887023387023385,1.1684617308850356,23.5,20.5,NFC North,0.696,4.2,4.166666666666666,1.0,4.15,1.0,45.0,1.5,0.4142156862745098,0.63,7.004999999999999,3.5984848484848486,2.5,3.5999999999999996,1.0,54.5,2.0,0.4142156862745098,-0.16846173088503558,2018-09-23,2018,ARI,0.0,0.0,11.5,9.5,-45.75,-0.12052052052052065,11.700000000000003,-0.6568841568841572,0.03607137503645171,3.0,29.0,NFC West,0.609,2.175,4.066666666666666,0.0,4.05,,57.0,1.5,0.1875,0.725,9.74,3.5303030303030303,1.5,3.5,1.0,56.0,1.0,0.1875,-0.03607137503645171,2018,CHI vs. ARI,ARI,1414.0064999802885,CHI,1500.0,0,-2,0,0
SEA,1.0,0.3333333333333333,15.0,18.0,-14.299999999999997,-0.8235508235508231,-18.900000000000006,0.3753128128128127,1.5474748193913637,24.0,24.0,NFC West,0.611,6.42,3.363636363636364,2.0,3.4,1.0,45.0,2.0,0.38461538461538464,0.6409999999999999,3.97,4.5625,2.0,4.6,1.0,55.0,3.0,0.38461538461538464,-0.5474748193913637,2018-09-30,2018,ARI,0.0,0.0,12.0,12.0,-43.4,-0.5871871871871872,6.5,-0.2517033162194453,0.45760779718427813,6.0,24.0,NFC West,0.63,2.81,3.6,0.0,3.6,,47.0,2.0,0.25,0.7,9.57,3.935483870967742,1.0,3.9,1.0,49.0,1.0,0.25,-0.45760779718427813,2018,SEA vs. ARI,ARI,1376.135291917265,SEA,1464.0064999802885,0,-3,1,0
ARI,0.0,0.0,12.0,12.0,-36.900000000000006,-0.7443300443300445,-2.450000000000003,-0.05277858503664978,0.8624883937983033,10.0,22.0,NFC West,0.609,2.875,3.442857142857143,0.5,3.45,0.3333333333333333,45.0,1.5,0.275,0.7155,7.86,4.134408602150538,0.5,4.1,0.875,53.0,1.0,0.275,-0.8624883937983033,2018-10-07,2018,SFO,1.0,0.25,14.5,14.5,-3.8999999999999986,0.6913021395780017,-1.7000000000000028,-0.04135385385385382,1.6044548284170088,27.0,28.0,NFC West,0.6445000000000001,6.984999999999999,4.878489326765189,2.0,4.85,1.0,57.5,1.0,0.32867132867132864,0.6365,7.38,4.145833333333334,3.0,4.15,1.0,50.5,1.0,0.32867132867132864,-0.6044548284170088,2018,ARI vs. SFO,SFO,1412.1287919369763,ARI,1338.518071518325,0,-10,1,0
DEN,2.0,0.3333333333333333,13.5,13.0,-22.65,1.0186951657539893,-10.200000000000003,0.5435820435820435,2.2414042303364554,20.0,25.5,AFC West,0.6385,5.93,5.205882352941177,1.0,5.2,1.0,52.5,1.0,0.31666666666666665,0.599,7.165,4.730769230769231,1.0,4.75,0.7083333333333333,48.5,0.5,0.31666666666666665,-0.24140423033645542,2018-10-18,2018,ARI,1.0,0.16666666666666666,12.0,12.5,-28.650000000000006,-1.0443300443300445,-13.25,0.14124418536183203,1.8531261153290484,15.5,22.0,NFC West,0.609,4.1,3.142857142857143,0.5,3.15,0.6666666666666666,44.5,1.5,0.20833333333333331,0.703,5.885,4.328431372549019,1.0,4.3,0.875,54.5,1.5,0.20833333333333331,-0.8531261153290484,2018,DEN vs. ARI,ARI,1359.5567130933075,DEN,1406.643981136228,0,-35,0,0
SFO,1.0,0.14285714285714285,15.0,13.0,-18.200000000000003,0.27114614614614574,-1.4000000000000057,-0.13163163163163194,2.346213203774358,27.0,29.0,NFC West,0.63,6.43,4.458333333333333,2.0,4.5,1.0,29.0,3.0,0.2727272727272727,0.632,7.42,4.055555555555555,2.0,4.1,1.0,49.0,0.0,0.2727272727272727,-1.346213203774358,2018-10-28,2018,ARI,1.0,0.14285714285714285,12.0,13.0,-30.400000000000006,-0.9014729014729017,-11.400000000000006,0.13634222457751832,1.8806534242497865,14.0,24.0,NFC West,0.588,2.94,3.2857142857142856,1.0,3.3,1.0,45.0,2.0,0.25,0.7,6.15,4.323529411764706,1.0,4.3,1.0,52.0,1.0,0.25,-0.8806534242497865,2018,SFO vs. ARI,ARI,1338.518071518325,SFO,1412.1287919369763,1,3,1,0
ARI,2.0,0.25,12.0,13.0,-28.650000000000006,-0.9014729014729017,-13.25,0.08748074450161702,2.4870289403944463,15.5,22.0,NFC West,0.5814999999999999,4.1,3.2857142857142856,1.0,3.3,1.0,45.5,2.0,0.26785714285714285,0.693,6.29,4.274667931688804,1.0,4.25,1.0,54.5,1.0,0.26785714285714285,-0.48702894039444633,2018-11-11,2018,KAN,8.0,0.8888888888888888,13.0,14.0,23.099999999999994,0.8928128128128128,-6.299999999999997,1.4037219037219035,6.267888398844586,38.0,23.0,AFC West,0.639,9.66,5.08,4.0,5.1,1.0,58.0,1.0,0.4,0.667,6.53,5.590909090909091,2.0,5.6,1.0,45.0,1.0,0.4,1.732111601155414,2018,ARI vs. KAN,KAN,1701.7854681544168,ARI,1364.5141500270008,1,12,0,0
LVR,1.0,0.1111111111111111,11.0,12.0,-14.599999999999994,-0.02929245034508199,23.900000000000006,0.2815628128128127,1.8539600588552307,13.0,28.0,AFC West,0.725,6.54,4.157894736842105,1.0,4.2,0.8,55.0,2.0,0.3333333333333333,0.71,9.65,4.46875,2.0,4.5,1.0,70.0,0.0,0.3333333333333333,-0.8539600588552307,2018-11-18,2018,ARI,2.0,0.2222222222222222,12.0,13.0,-30.400000000000006,-0.9014729014729017,-11.400000000000006,0.13634222457751832,2.674409249676862,14.0,24.0,NFC West,0.575,2.94,3.2857142857142856,1.0,3.3,1.0,45.0,2.0,0.2857142857142857,0.7,6.43,4.323529411764706,1.0,4.3,1.0,57.0,1.0,0.2857142857142857,-0.6744092496768621,2018,LVR vs. ARI,ARI,1351.9657219723006,LVR,1252.7035324659737,0,-2,0,0
ARI,2.0,0.2,12.0,13.5,-32.1,-0.7443300443300445,-6.75,0.14124418536183203,3.1207163018548987,15.5,23.5,NFC West,0.5694999999999999,3.92,3.442857142857143,1.0,3.45,1.0,45.5,2.0,0.2792207792207792,0.693,6.65,4.328431372549019,1.5,4.3,1.0,54.5,1.0,0.2792207792207792,-1.1207163018548987,2018-11-25,2018,LAC,7.0,0.7,14.0,12.5,4.0,0.3192230692230691,-16.300000000000004,0.6619199556699558,6.360807262983651,25.5,19.5,AFC West,0.659,8.965,4.506410256410256,2.0,4.5,1.0,59.5,1.0,0.30952380952380953,0.6355,6.355,4.849107142857143,1.0,4.85,1.0,51.5,1.5,0.30952380952380953,0.6391927370163488,2018,ARI vs. LAC,LAC,1594.5432156294476,ARI,1288.0571273504331,1,35,0,0
DET,4.0,0.3333333333333333,12.5,13.0,-8.700000000000003,-0.4179564179564179,9.5,0.6100350350350352,4.801351550962587,21.0,25.0,NFC North,0.6585000000000001,6.645,3.769230769230769,2.0,3.75,1.0,54.0,1.0,0.34523809523809523,0.7010000000000001,8.280000000000001,4.7972222222222225,2.0,4.800000000000001,1.0,47.5,1.0,0.34523809523809523,-0.801351550962587,2018-12-09,2018,ARI,3.0,0.25,12.0,13.5,-32.199999999999996,-0.7443300443300445,-6.75,0.14124418536183203,3.7433630141616114,15.5,23.5,NFC West,0.5694999999999999,4.08,3.442857142857143,1.0,3.45,1.0,45.5,2.0,0.2928571428571428,0.693,6.65,4.328431372549019,1.5,4.3,1.0,51.0,1.0,0.2928571428571428,-0.7433630141616114,2018,DET vs. ARI,ARI,1341.4041486610822,DET,1435.8912350988533,0,-14,0,0
